,property_type,room_type,bed_type,minimum_nights,maximum_nights,cancellation_policy,last_scraped,calendar_last_scraped,accommodates,bedrooms,beds,number_of_reviews,bathrooms,price,extra_people,guests_included
1222,Apartment,Entire home/apt,Real Bed,2,1125,strict_14_with_grace_period,3/6/2019 5:00,3/6/2019 5:00,4,0,2,36,1,120,10,3
1223,Cabin,Private room,Real Bed,4,28,strict_14_with_grace_period,3/7/2019 5:00,3/7/2019 5:00,2,1,1,175,1,70,10,1
1224,House,Entire home/apt,Real Bed,3,30,moderate,3/7/2019 5:00,3/7/2019 5:00,5,2,3,28,1,280,20,4
1225,House,Entire home/apt,Real Bed,2,10,moderate,3/6/2019 5:00,3/6/2019 5:00,4,2,2,51,1,100,0,1
1226,Apartment,Entire home/apt,Real Bed,7,30,strict_14_with_grace_period,3/6/2019 5:00,3/6/2019 5:00,2,0,1,4,1,140,0,1
1227,Condominium,Entire home/apt,Real Bed,31,1125,strict_14_with_grace_period,3/8/2019 5:00,3/8/2019 5:00,4,1,2,0,1,55,0,1
1228,Apartment,Entire home/apt,Real Bed,4,4,strict_14_with_grace_period,3/11/2019 4:00,3/11/2019 4:00,4,1,2,4,1,85,0,1
1229,Apartment,Entire home/apt,Real Bed,30,365,strict_14_with_grace_period,3/6/2019 5:00,3/6/2019 5:00,4,2,2,7,1.5,125,0,1
1230,House,Entire home/apt,Real Bed,3,1125,strict_14_with_grace_period,3/11/2019 4:00,3/11/2019 4:00,6,3,3,11,1.5,229,0,1
1231,Apartment,Entire home/apt,Real Bed,3,90,strict_14_with_grace_period,2/11/2019 5:00,2/11/2019 5:00,4,1,1,3,1,250,0,1
1232,House,Private room,Real Bed,1,1125,flexible,2/11/2019 5:00,2/11/2019 5:00,1,1,1,0,2,149,0,1
1233,House,Private room,Real Bed,1,1125,strict_14_with_grace_period,3/7/2019 5:00,3/7/2019 5:00,2,1,2,99,1,30,20,1
1234,Apartment,Entire home/apt,Real Bed,28,1125,strict_14_with_grace_period,3/7/2019 5:00,3/7/2019 5:00,4,2,2,8,1,185,5,2
1235,Apartment,Private room,Real Bed,2,1125,flexible,3/6/2019 5:00,3/6/2019 5:00,4,1,2,0,1.5,53,0,1
1236,Apartment,Private room,Real Bed,3,61,moderate,3/7/2019 5:00,3/7/2019 5:00,2,1,1,53,1,59,30,2
1237,Boutique hotel,Private room,Real Bed,1,1125,strict_14_with_grace_period,3/11/2019 4:00,3/11/2019 4:00,2,1,1,19,1,298,0,1
1238,Apartment,Entire home/apt,Real Bed,4,1125,strict_14_with_grace_period,2/11/2019 5:00,2/11/2019 5:00,4,2,2,45,1,149,80,2
1239,Apartment,Private room,Real Bed,2,1125,strict_14_with_grace_period,3/6/2019 5:00,3/6/2019 5:00,1,1,1,48,1,85,10,1
1240,House,Entire home/apt,Real Bed,2,365,strict_14_with_grace_period,3/7/2019 5:00,3/7/2019 5:00,8,3,6,60,2,500,0,1
1241,Apartment,Private room,Real Bed,2,1120,strict_14_with_grace_period,3/8/2019 5:00,3/8/2019 5:00,2,1,1,45,1.5,30,0,1
1242,Apartment,Entire home/apt,Real Bed,3,1125,moderate,3/11/2019 4:00,3/11/2019 4:00,2,1,1,27,1,652,50,1
1243,Loft,Private room,Real Bed,1,14,flexible,2/11/2019 5:00,2/11/2019 5:00,3,0,1,0,1,179,0,1
1244,House,Private room,Real Bed,1,1125,strict_14_with_grace_period,2/11/2019 5:00,2/11/2019 5:00,2,1,1,0,1,179,40,1
1245,Guesthouse,Entire home/apt,Real Bed,1,1125,strict_14_with_grace_period,3/6/2019 5:00,3/6/2019 5:00,4,1,1,36,1,59,10,2
1246,Apartment,Private room,Real Bed,2,4,moderate,3/8/2019 5:00,3/8/2019 5:00,2,1,1,7,1.5,45,0,1
1247,Apartment,Entire home/apt,Real Bed,32,1125,moderate,3/8/2019 5:00,3/8/2019 5:00,4,2,2,10,1.5,59,4,3
1248,Guesthouse,Entire home/apt,Real Bed,2,1125,strict_14_with_grace_period,3/6/2019 5:00,3/6/2019 5:00,6,2,3,35,1,149,0,1
1249,Apartment,Entire home/apt,Real Bed,5,90,strict_14_with_grace_period,2/11/2019 5:00,2/11/2019 5:00,6,3,3,1,3.5,1660,0,1
1250,Apartment,Entire home/apt,Real Bed,2,5,flexible,3/6/2019 5:00,3/6/2019 5:00,7,3,3,0,2,250,0,1
1251,Condominium,Entire home/apt,Real Bed,1,1125,strict_14_with_grace_period,3/6/2019 5:00,3/6/2019 5:00,6,1,2,35,1,169,10,4
1252,Apartment,Entire home/apt,Real Bed,3,1125,strict_14_with_grace_period,3/6/2019 5:00,3/6/2019 5:00,10,2,7,219,1,130,20,2
1253,Apartment,Entire home/apt,Real Bed,2,1124,flexible,3/6/2019 5:00,3/6/2019 5:00,2,1,1,3,1,200,0,1
1254,Apartment,Entire home/apt,Real Bed,2,1125,moderate,2/16/2019 5:00,2/16/2019 5:00,4,0,2,2,1,45,15,2
1255,Apartment,Private room,Real Bed,1,5,moderate,3/8/2019 5:00,3/8/2019 5:00,2,1,1,18,1,40,0,1
1256,Apartment,Entire home/apt,Real Bed,2,30,moderate,2/18/2019 5:00,2/18/2019 5:00,8,3,6,0,1,422,0,1
1257,House,Private room,Real Bed,3,1125,moderate,3/6/2019 5:00,3/6/2019 5:00,4,2,3,62,1,69,0,4
1258,Apartment,Private room,Real Bed,1,1125,moderate,3/6/2019 5:00,3/6/2019 5:00,2,1,1,8,2,200,40,2
1259,Resort,Private room,Real Bed,6,14,strict_14_with_grace_period,3/6/2019 5:00,3/6/2019 5:00,6,2,3,0,2,350,0,1
1260,Condominium,Entire home/apt,Real Bed,4,21,strict_14_with_grace_period,3/6/2019 5:00,3/6/2019 5:00,3,1,1,60,1,125,10,2
1261,Apartment,Private room,Real Bed,1,1125,moderate,3/8/2019 5:00,3/8/2019 5:00,2,1,1,0,1,60,0,1
1262,Apartment,Entire home/apt,Real Bed,3,1125,strict_14_with_grace_period,3/7/2019 5:00,3/7/2019 5:00,6,3,4,66,2,449,50,6
1263,Apartment,Private room,Real Bed,2,1125,strict_14_with_grace_period,2/11/2019 5:00,2/11/2019 5:00,2,1,1,40,2,261,0,1
1264,Serviced apartment,Entire home/apt,Real Bed,5,1125,strict_14_with_grace_period,3/11/2019 4:00,3/11/2019 4:00,1,0,1,1,1,573,0,1
1265,Apartment,Entire home/apt,Real Bed,2,1125,strict_14_with_grace_period,3/7/2019 5:00,3/7/2019 5:00,4,1,2,48,1,159,30,2
1266,Apartment,Entire home/apt,Real Bed,2,30,strict_14_with_grace_period,3/8/2019 5:00,3/8/2019 5:00,10,5,7,55,3,494,50,2
1267,Apartment,Entire home/apt,Real Bed,1,60,moderate,2/16/2019 5:00,2/16/2019 5:00,2,0,2,308,1,25,15,1
1268,Apartment,Entire home/apt,Real Bed,7,14,flexible,3/7/2019 5:00,3/7/2019 5:00,4,2,2,1,1,161,0,1
1269,Apartment,Private room,Real Bed,3,90,strict_14_with_grace_period,3/6/2019 5:00,3/6/2019 5:00,2,1,1,32,1,150,100,2
1270,Apartment,Private room,Real Bed,2,1125,moderate,3/8/2019 5:00,3/8/2019 5:00,1,1,1,49,1,38,0,1
1271,Apartment,Entire home/apt,Real Bed,3,1124,strict_14_with_grace_period,3/8/2019 5:00,3/8/2019 5:00,4,1,2,35,1,98,10,2
1272,Guesthouse,Entire home/apt,Real Bed,1,1125,strict_14_with_grace_period,3/6/2019 5:00,3/6/2019 5:00,2,1,1,196,1,74,0,1
1273,Apartment,Entire home/apt,Real Bed,2,1125,moderate,3/7/2019 5:00,3/7/2019 5:00,2,0,1,1,1,90,0,1
1274,Apartment,Private room,Real Bed,1,6,flexible,3/6/2019 5:00,3/6/2019 5:00,3,1,1,3,1,85,35,2
1275,Condominium,Entire home/apt,Real Bed,1,21,super_strict_30,3/6/2019 5:00,3/6/2019 5:00,4,1,1,1,1,402,0,1
1276,House,Private room,Real Bed,1,14,moderate,3/7/2019 5:00,3/7/2019 5:00,1,1,1,189,1,139,0,1
1277,Condominium,Entire home/apt,Real Bed,4,1125,super_strict_30,3/6/2019 5:00,3/6/2019 5:00,4,1,1,0,2,320,10,2
1278,Apartment,Entire home/apt,Real Bed,2,1125,strict_14_with_grace_period,3/7/2019 5:00,3/7/2019 5:00,2,1,1,27,1,108,50,2
1279,Townhouse,Entire home/apt,Real Bed,3,1125,strict_14_with_grace_period,2/16/2019 5:00,2/16/2019 5:00,8,3,4,15,2.5,100,0,1
1280,Cabin,Entire home/apt,Real Bed,1,1125,strict_14_with_grace_period,3/7/2019 5:00,3/7/2019 5:00,3,1,2,70,1,100,20,1
1281,Apartment,Entire home/apt,Real Bed,2,365,moderate,3/7/2019 5:00,3/7/2019 5:00,2,1,1,183,1,99,20,2
1282,Condominium,Entire home/apt,Real Bed,2,1095,strict_14_with_grace_period,3/11/2019 4:00,3/11/2019 4:00,9,3,4,2,2,189,19,2
1283,Apartment,Private room,Real Bed,6,1125,strict_14_with_grace_period,3/11/2019 4:00,3/11/2019 4:00,1,1,1,11,1,314,0,1
1284,Nature lodge,Private room,Real Bed,1,90,moderate,2/18/2019 5:00,2/18/2019 5:00,2,1,1,1,1.5,100,0,1
1285,Apartment,Private room,Real Bed,1,1125,flexible,3/11/2019 4:00,3/11/2019 4:00,1,1,1,2,2,314,0,1
1286,Apartment,Entire home/apt,Real Bed,1,1125,strict_14_with_grace_period,3/11/2019 4:00,3/11/2019 4:00,4,0,1,176,1,50,25,2
1287,House,Entire home/apt,Real Bed,3,9,flexible,3/7/2019 5:00,3/7/2019 5:00,8,4,4,6,2,249,0,1
1288,Condominium,Entire home/apt,Real Bed,2,180,strict_14_with_grace_period,3/6/2019 5:00,3/6/2019 5:00,8,3,5,9,2,692,0,1
1289,Apartment,Entire home/apt,Real Bed,2,40,strict_14_with_grace_period,3/7/2019 5:00,3/7/2019 5:00,4,1,2,83,1,210,25,2
1290,Apartment,Entire home/apt,Real Bed,3,90,strict_14_with_grace_period,3/7/2019 5:00,3/7/2019 5:00,4,1,1,41,1,199,25,2
1291,Condominium,Shared room,Real Bed,1,1125,flexible,3/11/2019 4:00,3/11/2019 4:00,2,1,2,3,1,86,84,1
1292,Apartment,Private room,Real Bed,1,1125,moderate,3/11/2019 4:00,3/11/2019 4:00,2,1,1,348,1,361,0,1
1293,Apartment,Private room,Real Bed,3,20,flexible,3/11/2019 4:00,3/11/2019 4:00,2,1,1,16,1,440,0,2
1294,Apartment,Entire home/apt,Real Bed,2,1125,moderate,2/16/2019 5:00,2/16/2019 5:00,4,1,1,1,1,50,15,2
1295,Townhouse,Entire home/apt,Real Bed,2,1125,flexible,3/7/2019 5:00,3/7/2019 5:00,8,3,6,63,2,350,0,1
1296,Apartment,Entire home/apt,Real Bed,4,1125,strict_14_with_grace_period,3/11/2019 4:00,3/11/2019 4:00,3,1,1,14,1,714,0,1
1297,Apartment,Entire home/apt,Real Bed,4,29,strict_14_with_grace_period,3/7/2019 5:00,3/7/2019 5:00,2,1,1,25,1,226,0,2
1298,Apartment,Entire home/apt,Real Bed,3,300,strict_14_with_grace_period,2/11/2019 5:00,2/11/2019 5:00,10,3,6,29,2,298,25,6
1299,Loft,Entire home/apt,Real Bed,3,18,moderate,3/11/2019 4:00,3/11/2019 4:00,2,1,1,0,1,125,7,2
1300,Apartment,Entire home/apt,Real Bed,7,1125,flexible,3/7/2019 5:00,3/7/2019 5:00,2,1,1,3,2,70,0,1
1301,Farm stay,Private room,Real Bed,3,1125,strict_14_with_grace_period,3/6/2019 5:00,3/6/2019 5:00,2,1,1,90,1,74,17,1
1302,Apartment,Entire home/apt,Real Bed,2,1125,strict_14_with_grace_period,2/16/2019 5:00,2/16/2019 5:00,4,2,2,22,2,85,10,2
1303,Loft,Entire home/apt,Real Bed,1,1125,strict_14_with_grace_period,3/11/2019 4:00,3/11/2019 4:00,5,0,2,261,1,70,17,1
1304,Apartment,Entire home/apt,Real Bed,1,1125,flexible,3/11/2019 4:00,3/11/2019 4:00,2,1,1,3,1,85,0,1
1305,Apartment,Private room,Real Bed,1,5,flexible,2/18/2019 5:00,2/18/2019 5:00,2,1,1,0,1,100,0,1
1306,Apartment,Private room,Real Bed,2,1125,moderate,3/7/2019 5:00,3/7/2019 5:00,2,1,1,1,1,50,0,1
1307,Apartment,Entire home/apt,Real Bed,3,60,moderate,3/11/2019 4:00,3/11/2019 4:00,3,1,1,12,1,2496,0,1
1308,Apartment,Entire home/apt,Real Bed,2,1125,super_strict_30,2/11/2019 5:00,2/11/2019 5:00,5,2,3,32,2,310,22,4
1309,Apartment,Entire home/apt,Real Bed,3,1125,moderate,2/16/2019 5:00,2/16/2019 5:00,6,2,5,109,1,50,0,1
1310,House,Entire home/apt,Real Bed,2,7,flexible,2/18/2019 5:00,2/18/2019 5:00,2,2,1,0,2,142,0,1
1311,Apartment,Entire home/apt,Real Bed,5,1125,moderate,3/11/2019 4:00,3/11/2019 4:00,4,1,4,25,1,801,100,2
1312,Apartment,Entire home/apt,Real Bed,2,1125,moderate,2/16/2019 5:00,2/16/2019 5:00,3,1,2,40,1,50,0,1
1313,Apartment,Entire home/apt,Real Bed,60,1125,strict_14_with_grace_period,3/11/2019 4:00,3/11/2019 4:00,2,0,1,0,1,659,0,1
1314,Apartment,Entire home/apt,Real Bed,28,1125,strict_14_with_grace_period,3/11/2019 4:00,3/11/2019 4:00,1,0,1,9,1,236,0,1
1315,Apartment,Private room,Real Bed,5,1125,flexible,3/7/2019 5:00,3/7/2019 5:00,2,1,1,1,1,71,0,1
1316,Loft,Private room,Real Bed,7,14,strict_14_with_grace_period,3/7/2019 5:00,3/7/2019 5:00,1,1,1,0,1,100,0,1
1317,Apartment,Entire home/apt,Real Bed,4,1125,strict_14_with_grace_period,3/7/2019 5:00,3/7/2019 5:00,5,1,1,169,1,120,25,1
1318,Apartment,Private room,Real Bed,1,7,moderate,3/8/2019 5:00,3/8/2019 5:00,2,1,1,46,1,19,7,1
1319,Bed and breakfast,Entire home/apt,Real Bed,1,1125,flexible,2/18/2019 5:00,2/18/2019 5:00,2,1,1,0,1,554,0,1
1320,Bed and breakfast,Private room,Real Bed,1,1125,moderate,3/6/2019 5:00,3/6/2019 5:00,4,1,3,2,1,179,20,2
1321,Apartment,Entire home/apt,Real Bed,3,1125,strict_14_with_grace_period,3/7/2019 5:00,3/7/2019 5:00,7,2,3,2,1,350,50,3
1322,Apartment,Private room,Real Bed,40,1125,strict_14_with_grace_period,3/7/2019 5:00,3/7/2019 5:00,1,1,1,14,1,80,20,1
1323,Serviced apartment,Entire home/apt,Real Bed,1,31,strict_14_with_grace_period,2/11/2019 5:00,2/11/2019 5:00,4,1,1,2,1,1000,100,2
1324,Apartment,Entire home/apt,Real Bed,7,1124,strict_14_with_grace_period,3/6/2019 5:00,3/6/2019 5:00,2,0,1,9,1,174,10,2
1325,House,Entire home/apt,Real Bed,2,1125,strict_14_with_grace_period,3/7/2019 5:00,3/7/2019 5:00,4,2,2,21,2,185,0,1
1326,Condominium,Entire home/apt,Real Bed,3,90,super_strict_60,3/6/2019 5:00,3/6/2019 5:00,6,2,2,4,2,215,0,1
1327,Apartment,Entire home/apt,Real Bed,2,1125,flexible,3/7/2019 5:00,3/7/2019 5:00,2,2,2,1,1,61,20,2
1328,House,Private room,Real Bed,3,100,strict_14_with_grace_period,3/7/2019 5:00,3/7/2019 5:00,2,1,0,19,1,109,0,1
1329,Apartment,Private room,Real Bed,2,1124,moderate,3/6/2019 5:00,3/6/2019 5:00,2,1,1,125,1,58,30,1
1330,Guesthouse,Entire home/apt,Real Bed,3,1125,strict_14_with_grace_period,3/6/2019 5:00,3/6/2019 5:00,3,1,1,85,1,120,25,2
1331,Apartment,Private room,Real Bed,2,5,flexible,3/7/2019 5:00,3/7/2019 5:00,2,1,1,4,1,70,0,1
1332,Apartment,Private room,Real Bed,1,1125,strict_14_with_grace_period,3/11/2019 4:00,3/11/2019 4:00,2,1,1,82,1,502,50,1
1333,Apartment,Entire home/apt,Real Bed,10,30,flexible,2/18/2019 5:00,2/18/2019 5:00,2,1,2,0,1,105,0,1
1334,Apartment,Private room,Real Bed,5,1125,flexible,3/7/2019 5:00,3/7/2019 5:00,1,1,1,0,1,151,0,1
1335,Villa,Private room,Real Bed,1,1125,strict_14_with_grace_period,3/7/2019 5:00,3/7/2019 5:00,2,1,1,46,1,63,20,1
1336,Apartment,Entire home/apt,Real Bed,2,7,strict_14_with_grace_period,3/11/2019 4:00,3/11/2019 4:00,2,0,1,87,1,60,0,1
1337,Apartment,Entire home/apt,Real Bed,4,1125,moderate,2/18/2019 5:00,2/18/2019 5:00,5,2,4,74,1,264,0,4
1338,Apartment,Private room,Real Bed,2,28,moderate,3/7/2019 5:00,3/7/2019 5:00,2,1,1,10,1,85,15,1
1339,Condominium,Entire home/apt,Real Bed,28,330,strict_14_with_grace_period,3/6/2019 5:00,3/6/2019 5:00,2,1,1,27,1,69,0,1
1340,Apartment,Entire home/apt,Real Bed,1,90,strict_14_with_grace_period,3/6/2019 5:00,3/6/2019 5:00,2,1,2,10,1,120,30,1
1341,House,Private room,Pull-out Sofa,2,1125,moderate,2/16/2019 5:00,2/16/2019 5:00,2,1,1,59,1,35,0,1
1342,Apartment,Entire home/apt,Real Bed,2,14,flexible,3/11/2019 4:00,3/11/2019 4:00,4,1,1,0,1,81,0,1
1343,Apartment,Entire home/apt,Real Bed,3,360,strict_14_with_grace_period,3/7/2019 5:00,3/7/2019 5:00,3,1,2,37,1,149,15,2
1344,Apartment,Private room,Real Bed,6,1125,strict_14_with_grace_period,3/7/2019 5:00,3/7/2019 5:00,3,1,3,0,1.5,100,30,1
1345,House,Private room,Real Bed,4,1125,strict_14_with_grace_period,2/11/2019 5:00,2/11/2019 5:00,2,1,1,1,1,149,0,1
1346,Apartment,Entire home/apt,Real Bed,7,1125,moderate,3/11/2019 4:00,3/11/2019 4:00,4,2,2,17,1,30,9,2
1347,Condominium,Private room,Real Bed,32,1125,strict_14_with_grace_period,3/8/2019 5:00,3/8/2019 5:00,4,1,2,0,1,50,0,2
1348,Apartment,Private room,Real Bed,2,27,moderate,3/8/2019 5:00,3/8/2019 5:00,2,1,2,27,2,18,25,1
1349,Apartment,Private room,Real Bed,2,1125,strict_14_with_grace_period,3/11/2019 4:00,3/11/2019 4:00,4,1,2,18,1,60,15,2
1350,House,Private room,Real Bed,1,1125,moderate,3/6/2019 5:00,3/6/2019 5:00,2,3,3,0,1,73,10,1
1351,Apartment,Entire home/apt,Real Bed,3,30,strict_14_with_grace_period,2/16/2019 5:00,2/16/2019 5:00,4,2,3,19,3,65,15,4
1352,Apartment,Private room,Real Bed,1,1125,flexible,3/11/2019 4:00,3/11/2019 4:00,1,1,1,1,1,251,0,1
1353,Apartment,Entire home/apt,Real Bed,1,1125,strict_14_with_grace_period,3/7/2019 5:00,3/7/2019 5:00,4,2,2,171,1,203,0,1
1354,Apartment,Private room,Real Bed,2,1125,flexible,2/11/2019 5:00,2/11/2019 5:00,3,3,2,2,2,101,100,1
1355,Apartment,Private room,Real Bed,5,1125,strict_14_with_grace_period,3/8/2019 5:00,3/8/2019 5:00,1,1,1,2,1,30,0,1
1356,Cabin,Private room,Real Bed,1,1125,flexible,3/6/2019 5:00,3/6/2019 5:00,4,1,2,5,1,92,10,2
1357,Apartment,Entire home/apt,Real Bed,3,1125,strict_14_with_grace_period,3/11/2019 4:00,3/11/2019 4:00,4,2,2,132,1,60,10,2
1358,Apartment,Entire home/apt,Real Bed,2,30,strict_14_with_grace_period,3/7/2019 5:00,3/7/2019 5:00,4,2,2,61,1,146,40,3
1359,Apartment,Private room,Real Bed,2,30,strict_14_with_grace_period,3/7/2019 5:00,3/7/2019 5:00,2,1,1,2,2,51,0,1
1360,Apartment,Entire home/apt,Real Bed,2,6,moderate,3/7/2019 5:00,3/7/2019 5:00,2,1,1,29,1,79,30,2
1361,Loft,Entire home/apt,Real Bed,2,1125,flexible,2/11/2019 5:00,2/11/2019 5:00,2,1,1,10,1,149,0,1
1362,Apartment,Entire home/apt,Real Bed,1,1125,strict_14_with_grace_period,3/11/2019 4:00,3/11/2019 4:00,5,2,3,97,1,981,180,3
1363,Bed and breakfast,Private room,Real Bed,3,5,flexible,2/11/2019 5:00,2/11/2019 5:00,4,2,4,0,1,295,0,1
1364,Guesthouse,Private room,Real Bed,2,1125,strict_14_with_grace_period,3/7/2019 5:00,3/7/2019 5:00,2,1,1,62,2,58,50,2
1365,Loft,Private room,Real Bed,3,8,strict_14_with_grace_period,3/7/2019 5:00,3/7/2019 5:00,1,1,1,147,1,70,0,1
1366,Townhouse,Private room,Real Bed,1,1125,moderate,3/7/2019 5:00,3/7/2019 5:00,8,1,2,18,1,49,35,1
1367,Apartment,Entire home/apt,Real Bed,3,1125,flexible,3/8/2019 5:00,3/8/2019 5:00,2,1,1,4,2,150,0,1
1368,Apartment,Private room,Real Bed,2,1125,strict_14_with_grace_period,3/6/2019 5:00,3/6/2019 5:00,2,1,1,2,1,95,50,1
1369,Apartment,Entire home/apt,Real Bed,2,360,flexible,3/8/2019 5:00,3/8/2019 5:00,7,3,4,8,2,108,20,4
1370,Guest suite,Private room,Real Bed,2,1125,flexible,2/16/2019 5:00,2/16/2019 5:00,2,1,1,94,1,21,11,1
1371,Apartment,Entire home/apt,Real Bed,3,61,strict_14_with_grace_period,3/11/2019 4:00,3/11/2019 4:00,12,6,6,5,1,180,25,6
1372,Apartment,Entire home/apt,Real Bed,14,28,strict_14_with_grace_period,3/7/2019 5:00,3/7/2019 5:00,2,1,1,10,1,150,20,1
1373,Apartment,Entire home/apt,Real Bed,3,1125,strict_14_with_grace_period,3/7/2019 5:00,3/7/2019 5:00,5,2,2,66,1,285,35,4
1374,House,Entire home/apt,Real Bed,2,1125,flexible,2/11/2019 5:00,2/11/2019 5:00,6,2,2,0,2,280,50,1
1375,Townhouse,Private room,Real Bed,3,1125,moderate,3/11/2019 4:00,3/11/2019 4:00,1,1,1,12,1,377,100,1
1376,House,Private room,Real Bed,1,45,strict_14_with_grace_period,3/7/2019 5:00,3/7/2019 5:00,2,1,1,57,1,35,20,1
1377,Apartment,Entire home/apt,Real Bed,3,1125,strict_14_with_grace_period,3/7/2019 5:00,3/7/2019 5:00,7,2,3,67,2,439,40,4
1378,Apartment,Private room,Real Bed,1,10,flexible,3/8/2019 5:00,3/8/2019 5:00,1,1,1,4,1,60,10,2
1379,Apartment,Entire home/apt,Real Bed,4,1125,strict_14_with_grace_period,3/11/2019 4:00,3/11/2019 4:00,2,0,1,25,1,699,150,2
1380,Apartment,Entire home/apt,Real Bed,4,40,flexible,2/18/2019 5:00,2/18/2019 5:00,4,2,2,0,1,200,0,1
1381,Apartment,Private room,Real Bed,9,365,strict_14_with_grace_period,3/11/2019 4:00,3/11/2019 4:00,2,1,1,39,1,27,20,1
1382,Serviced apartment,Private room,Real Bed,32,180,strict_14_with_grace_period,3/8/2019 5:00,3/8/2019 5:00,1,1,1,0,7,31,15,1
1383,Apartment,Entire home/apt,Real Bed,1,27,strict_14_with_grace_period,3/8/2019 5:00,3/8/2019 5:00,6,2,3,7,2,99,0,6
1384,Villa,Private room,Real Bed,30,1125,strict_14_with_grace_period,3/6/2019 5:00,3/6/2019 5:00,2,1,1,95,1,85,15,1
1385,Hostel,Private room,Real Bed,1,1125,moderate,3/6/2019 5:00,3/6/2019 5:00,1,1,1,71,1,45,10,1
1386,Apartment,Entire home/apt,Real Bed,2,90,strict_14_with_grace_period,2/11/2019 5:00,2/11/2019 5:00,4,2,2,21,1,280,35,2
1387,Guest suite,Entire home/apt,Real Bed,1,1125,flexible,3/7/2019 5:00,3/7/2019 5:00,3,1,2,25,1,70,19,1
1388,Boutique hotel,Private room,Real Bed,3,30,strict_14_with_grace_period,3/6/2019 5:00,3/6/2019 5:00,2,1,1,1,3.5,166,0,1
1390,Apartment,Entire home/apt,Real Bed,2,1125,strict_14_with_grace_period,2/16/2019 5:00,2/16/2019 5:00,6,2,4,2,1.5,60,10,1
1391,Apartment,Entire home/apt,Real Bed,1,27,strict_14_with_grace_period,3/8/2019 5:00,3/8/2019 5:00,4,1,3,35,1,60,0,4
1392,Loft,Entire home/apt,Real Bed,3,1125,moderate,2/16/2019 5:00,2/16/2019 5:00,4,1,2,31,1,75,0,1
1393,Apartment,Entire home/apt,Real Bed,2,330,moderate,3/8/2019 5:00,3/8/2019 5:00,4,2,4,26,1,450,0,2
1394,Guest suite,Entire home/apt,Real Bed,1,15,strict_14_with_grace_period,3/7/2019 5:00,3/7/2019 5:00,4,1,3,22,1,90,20,4
1395,Apartment,Private room,Real Bed,20,22,moderate,3/7/2019 5:00,3/7/2019 5:00,2,1,1,0,1,85,0,1
1396,House,Entire home/apt,Real Bed,1,1125,moderate,3/7/2019 5:00,3/7/2019 5:00,4,1,2,72,1,115,20,2
1397,Apartment,Entire home/apt,Real Bed,1,27,strict_14_with_grace_period,3/8/2019 5:00,3/8/2019 5:00,10,4,7,20,2,165,0,10
1398,Apartment,Private room,Real Bed,1,30,flexible,2/11/2019 5:00,2/11/2019 5:00,1,1,1,25,1,101,50,1
1399,Apartment,Private room,Real Bed,1,1125,strict_14_with_grace_period,3/6/2019 5:00,3/6/2019 5:00,1,1,1,19,1,75,0,1
1400,Apartment,Private room,Real Bed,1,1125,strict_14_with_grace_period,3/8/2019 5:00,3/8/2019 5:00,2,1,1,20,1,60,65,2
1401,Apartment,Shared room,Real Bed,5,1125,flexible,3/11/2019 4:00,3/11/2019 4:00,2,1,1,0,1,699,0,1
1402,Apartment,Entire home/apt,Real Bed,29,40,moderate,3/11/2019 4:00,3/11/2019 4:00,4,2,2,4,1,140,0,1
1403,Apartment,Entire home/apt,Real Bed,2,90,super_strict_60,3/7/2019 5:00,3/7/2019 5:00,4,2,4,0,1,300,0,4
1404,Apartment,Private room,Real Bed,1,10,flexible,2/18/2019 5:00,2/18/2019 5:00,1,1,1,0,1,475,53,1
1405,House,Private room,Real Bed,1,1125,moderate,2/16/2019 5:00,2/16/2019 5:00,2,1,1,21,1,20,0,1
1406,Apartment,Private room,Real Bed,2,30,strict_14_with_grace_period,3/6/2019 5:00,3/6/2019 5:00,2,1,1,33,1,80,10,1
1407,Apartment,Entire home/apt,Real Bed,3,15,flexible,2/11/2019 5:00,2/11/2019 5:00,3,2,3,6,1,172,0,1
1408,Serviced apartment,Entire home/apt,Real Bed,1,1125,strict_14_with_grace_period,2/18/2019 5:00,2/18/2019 5:00,3,0,2,45,1,269,89,2
1409,Apartment,Private room,Real Bed,3,15,flexible,2/11/2019 5:00,2/11/2019 5:00,2,1,1,18,2,71,0,1
1410,Apartment,Private room,Real Bed,1,1125,flexible,3/7/2019 5:00,3/7/2019 5:00,1,1,1,0,1,100,0,1
1411,Apartment,Entire home/apt,Real Bed,4,8,strict_14_with_grace_period,2/16/2019 5:00,2/16/2019 5:00,2,1,1,36,1,100,0,1
1412,Apartment,Entire home/apt,Real Bed,5,1124,strict_14_with_grace_period,3/7/2019 5:00,3/7/2019 5:00,6,2,3,14,1,260,40,4
1413,Apartment,Entire home/apt,Real Bed,2,90,flexible,2/16/2019 5:00,2/16/2019 5:00,5,2,4,28,1,90,15,4
1414,Apartment,Private room,Real Bed,3,7,moderate,3/8/2019 5:00,3/8/2019 5:00,2,1,1,0,1,130,0,1
1415,Apartment,Entire home/apt,Real Bed,1,1125,moderate,3/7/2019 5:00,3/7/2019 5:00,2,0,1,137,1.5,75,20,1
1416,Apartment,Entire home/apt,Real Bed,3,29,strict_14_with_grace_period,3/7/2019 5:00,3/7/2019 5:00,4,2,2,100,2,555,0,1
1417,Apartment,Entire home/apt,Real Bed,3,1125,flexible,3/7/2019 5:00,3/7/2019 5:00,4,2,2,2,1,188,0,1
