,property_type,room_type,bed_type,minimum_nights,maximum_nights,cancellation_policy,last_scraped,calendar_last_scraped,accommodates,bedrooms,beds,number_of_reviews,bathrooms,price,extra_people,guests_included
2487,Boutique hotel,Private room,Real Bed,1,1125,strict_14_with_grace_period,3/6/2019 5:00,3/6/2019 5:00,3,1,1,176,1,86,40,1
2488,Apartment,Private room,Real Bed,1,1125,flexible,2/18/2019 5:00,2/18/2019 5:00,2,1,1,0,1,132,0,1
2489,Guest suite,Entire home/apt,Real Bed,1,1125,flexible,3/6/2019 5:00,3/6/2019 5:00,4,2,3,19,1,90,0,1
2490,House,Private room,Real Bed,1,7,flexible,3/7/2019 5:00,3/7/2019 5:00,2,1,1,6,1,51,0,1
2491,Apartment,Private room,Real Bed,2,21,moderate,3/11/2019 4:00,3/11/2019 4:00,2,1,1,45,1,35,0,1
2492,Hostel,Shared room,Real Bed,1,6,moderate,2/18/2019 5:00,2/18/2019 5:00,1,1,1,0,1,58,0,1
2493,Apartment,Entire home/apt,Real Bed,1,1125,strict_14_with_grace_period,3/11/2019 4:00,3/11/2019 4:00,12,3,5,96,1,85,18,6
2494,Apartment,Entire home/apt,Real Bed,3,1125,moderate,2/11/2019 5:00,2/11/2019 5:00,4,1,1,4,1,246,0,1
2495,Apartment,Entire home/apt,Real Bed,3,1125,strict_14_with_grace_period,2/11/2019 5:00,2/11/2019 5:00,4,2,3,19,1,142,80,4
2496,Apartment,Entire home/apt,Real Bed,1,1125,flexible,2/11/2019 5:00,2/11/2019 5:00,2,1,1,12,1,119,0,1
2497,Apartment,Entire home/apt,Real Bed,2,1125,strict_14_with_grace_period,2/16/2019 5:00,2/16/2019 5:00,2,1,1,37,1,40,0,1
2498,Apartment,Entire home/apt,Real Bed,5,1125,flexible,3/11/2019 4:00,3/11/2019 4:00,5,2,3,7,1.5,997,0,1
2499,Apartment,Entire home/apt,Real Bed,3,1125,strict_14_with_grace_period,3/11/2019 4:00,3/11/2019 4:00,2,0,1,25,1,573,0,1
2500,Apartment,Private room,Real Bed,1,1125,flexible,2/11/2019 5:00,2/11/2019 5:00,3,2,3,2,2,250,0,1
2501,Apartment,Entire home/apt,Real Bed,6,1125,moderate,2/16/2019 5:00,2/16/2019 5:00,4,1,2,4,1,45,0,1
2502,Condominium,Entire home/apt,Real Bed,1,1125,super_strict_30,3/6/2019 5:00,3/6/2019 5:00,2,1,1,0,1,128,0,2
2503,Apartment,Private room,Real Bed,5,1125,flexible,2/11/2019 5:00,2/11/2019 5:00,2,2,1,0,1,250,0,1
2504,Serviced apartment,Entire home/apt,Real Bed,5,1125,strict_14_with_grace_period,3/8/2019 5:00,3/8/2019 5:00,5,3,4,28,1,180,0,5
2505,Apartment,Private room,Real Bed,14,26,moderate,3/6/2019 5:00,3/6/2019 5:00,1,1,1,0,2,70,0,1
2506,Apartment,Entire home/apt,Real Bed,3,1125,strict_14_with_grace_period,2/11/2019 5:00,2/11/2019 5:00,4,2,5,7,2,392,0,1
2507,Apartment,Entire home/apt,Real Bed,2,90,strict_14_with_grace_period,3/7/2019 5:00,3/7/2019 5:00,3,1,1,33,1,80,25,2
2508,Apartment,Private room,Real Bed,6,15,flexible,3/8/2019 5:00,3/8/2019 5:00,1,1,1,0,1,30,0,1
2509,Apartment,Entire home/apt,Real Bed,1,1125,moderate,3/7/2019 5:00,3/7/2019 5:00,2,1,1,45,1,150,50,2
2510,Apartment,Entire home/apt,Real Bed,1,1125,flexible,2/11/2019 5:00,2/11/2019 5:00,4,2,1,0,1,4498,0,1
2511,Cottage,Private room,Real Bed,1,1125,flexible,3/7/2019 5:00,3/7/2019 5:00,2,1,2,39,1,41,0,1
2512,Apartment,Entire home/apt,Real Bed,1,1125,moderate,3/11/2019 4:00,3/11/2019 4:00,7,2,4,47,2,150,30,4
2513,Loft,Entire home/apt,Real Bed,5,30,flexible,2/11/2019 5:00,2/11/2019 5:00,2,0,1,0,1,149,50,1
2514,Apartment,Private room,Real Bed,1,1125,flexible,3/11/2019 4:00,3/11/2019 4:00,2,1,1,4,1,25,0,1
2515,Apartment,Entire home/apt,Real Bed,6,1125,flexible,3/8/2019 5:00,3/8/2019 5:00,2,1,2,40,1,82,0,2
2516,Apartment,Shared room,Real Bed,2,31,strict_14_with_grace_period,3/11/2019 4:00,3/11/2019 4:00,1,1,1,2,1,777,0,1
2517,Apartment,Entire home/apt,Real Bed,1,1125,strict_14_with_grace_period,3/11/2019 4:00,3/11/2019 4:00,5,2,2,0,1,385,314,1
2518,Other,Entire home/apt,Real Bed,5,30,strict_14_with_grace_period,2/11/2019 5:00,2/11/2019 5:00,3,2,2,0,1,451,25,2
2519,Apartment,Private room,Real Bed,1,30,strict_14_with_grace_period,3/11/2019 4:00,3/11/2019 4:00,4,2,2,1,1,966,0,1
2520,Apartment,Entire home/apt,Real Bed,2,1125,strict_14_with_grace_period,2/11/2019 5:00,2/11/2019 5:00,5,2,2,0,2,201,55,3
2521,Apartment,Entire home/apt,Real Bed,2,90,moderate,2/16/2019 5:00,2/16/2019 5:00,4,1,2,25,1,46,5,2
2522,Apartment,Entire home/apt,Real Bed,2,4,strict_14_with_grace_period,3/11/2019 4:00,3/11/2019 4:00,3,1,1,0,1,699,0,2
2523,House,Entire home/apt,Real Bed,2,30,flexible,3/6/2019 5:00,3/6/2019 5:00,10,3,6,8,2,460,12,5
2524,Apartment,Entire home/apt,Real Bed,3,30,flexible,2/11/2019 5:00,2/11/2019 5:00,4,2,3,0,2,138,0,1
2525,Apartment,Entire home/apt,Real Bed,2,1125,strict_14_with_grace_period,3/11/2019 4:00,3/11/2019 4:00,7,2,3,13,1,95,20,4
2526,Apartment,Private room,Real Bed,1,1125,moderate,3/11/2019 4:00,3/11/2019 4:00,2,1,1,23,1,283,80,1
2527,Apartment,Entire home/apt,Real Bed,1,1125,strict_14_with_grace_period,2/11/2019 5:00,2/11/2019 5:00,6,2,4,27,2,701,0,1
2528,Hostel,Private room,Real Bed,1,1125,strict_14_with_grace_period,2/11/2019 5:00,2/11/2019 5:00,4,1,4,0,2,601,0,1
2529,Apartment,Entire home/apt,Real Bed,1,1125,moderate,3/11/2019 4:00,3/11/2019 4:00,1,0,1,17,1,801,300,1
2530,Apartment,Private room,Real Bed,60,1125,flexible,2/11/2019 5:00,2/11/2019 5:00,1,1,1,0,1.5,41,0,1
2531,Resort,Shared room,Real Bed,30,1125,flexible,3/11/2019 4:00,3/11/2019 4:00,2,1,1,1,1,81,0,1
2532,Apartment,Private room,Real Bed,31,1125,flexible,3/11/2019 4:00,3/11/2019 4:00,1,1,1,0,1,188,0,1
2533,Hotel,Private room,Real Bed,1,32,flexible,2/18/2019 5:00,2/18/2019 5:00,1,1,1,0,1,269,0,1
2534,Apartment,Entire home/apt,Real Bed,1,1125,strict_14_with_grace_period,3/8/2019 5:00,3/8/2019 5:00,5,4,4,10,1,83,50,4
2535,Apartment,Entire home/apt,Real Bed,1,1125,flexible,3/11/2019 4:00,3/11/2019 4:00,5,1,2,27,1,76,10,2
2536,Apartment,Entire home/apt,Real Bed,6,1125,moderate,3/8/2019 5:00,3/8/2019 5:00,4,1,1,0,1,25,0,4
2537,Apartment,Entire home/apt,Real Bed,1,1125,flexible,3/11/2019 4:00,3/11/2019 4:00,4,2,2,1,1,1680,0,1
2538,Apartment,Entire home/apt,Real Bed,2,330,moderate,3/8/2019 5:00,3/8/2019 5:00,4,2,2,2,1,55,0,4
2539,Apartment,Entire home/apt,Real Bed,1,1125,strict_14_with_grace_period,3/11/2019 4:00,3/11/2019 4:00,5,2,2,1,1,385,314,1
2540,Serviced apartment,Entire home/apt,Real Bed,1,14,flexible,3/6/2019 5:00,3/6/2019 5:00,5,1,3,4,1,220,0,1
2541,Apartment,Entire home/apt,Real Bed,2,1125,super_strict_30,2/11/2019 5:00,2/11/2019 5:00,4,1,1,0,1,216,0,4
2542,Apartment,Entire home/apt,Real Bed,3,90,moderate,2/11/2019 5:00,2/11/2019 5:00,4,2,3,12,2,399,0,1
2543,Apartment,Entire home/apt,Real Bed,32,1125,strict_14_with_grace_period,3/8/2019 5:00,3/8/2019 5:00,2,1,1,3,1,100,0,1
2544,Apartment,Entire home/apt,Real Bed,32,1125,strict_14_with_grace_period,3/8/2019 5:00,3/8/2019 5:00,3,1,1,4,1,34,5,3
2545,Apartment,Private room,Real Bed,3,1125,moderate,3/8/2019 5:00,3/8/2019 5:00,2,1,1,27,1,50,0,1
2546,Serviced apartment,Entire home/apt,Real Bed,5,365,strict_14_with_grace_period,2/18/2019 5:00,2/18/2019 5:00,2,1,1,5,1,422,50,1
2547,Apartment,Private room,Real Bed,1,1125,strict_14_with_grace_period,3/8/2019 5:00,3/8/2019 5:00,2,1,2,64,1,22,0,1
2548,Apartment,Private room,Real Bed,30,90,flexible,3/11/2019 4:00,3/11/2019 4:00,4,2,3,0,1,21,0,1
2549,Apartment,Entire home/apt,Real Bed,1,1125,strict_14_with_grace_period,3/8/2019 5:00,3/8/2019 5:00,10,3,7,6,2.5,110,22,2
2550,Apartment,Private room,Real Bed,3,12,strict_14_with_grace_period,3/7/2019 5:00,3/7/2019 5:00,2,1,1,4,1,65,0,1
2551,Apartment,Entire home/apt,Real Bed,1,1125,flexible,2/18/2019 5:00,2/18/2019 5:00,5,1,3,4,1,322,0,1
2552,Apartment,Entire home/apt,Real Bed,3,1125,strict_14_with_grace_period,2/16/2019 5:00,2/16/2019 5:00,4,1,2,3,1,60,15,1
2553,Apartment,Entire home/apt,Real Bed,2,1125,moderate,3/7/2019 5:00,3/7/2019 5:00,2,1,0,41,1,148,0,1
2554,Apartment,Entire home/apt,Real Bed,2,30,flexible,2/16/2019 5:00,2/16/2019 5:00,4,1,3,35,1,50,10,2
2555,Apartment,Private room,Real Bed,2,1125,strict_14_with_grace_period,3/8/2019 5:00,3/8/2019 5:00,2,1,2,13,1,15,0,1
2556,Apartment,Private room,Real Bed,1,30,moderate,2/16/2019 5:00,2/16/2019 5:00,2,1,1,40,1.5,16,5,1
2557,Apartment,Private room,Real Bed,2,1125,moderate,3/11/2019 4:00,3/11/2019 4:00,2,1,1,1,1,440,0,1
2558,Apartment,Private room,Real Bed,1,1125,strict_14_with_grace_period,3/11/2019 4:00,3/11/2019 4:00,2,0,1,1,1,534,0,1
2559,Townhouse,Private room,Real Bed,2,45,flexible,3/11/2019 4:00,3/11/2019 4:00,2,1,1,2,1,34,13,1
2560,Apartment,Entire home/apt,Pull-out Sofa,2,1125,flexible,3/7/2019 5:00,3/7/2019 5:00,1,0,0,43,1,200,0,1
2561,Apartment,Entire home/apt,Real Bed,3,20,flexible,2/16/2019 5:00,2/16/2019 5:00,4,1,1,11,1,78,0,1
2562,House,Private room,Real Bed,2,7,flexible,3/11/2019 4:00,3/11/2019 4:00,2,1,1,21,1,393,100,2
2563,Apartment,Shared room,Real Bed,1,7,flexible,2/18/2019 5:00,2/18/2019 5:00,2,1,2,0,1,79,0,1
2564,Apartment,Private room,Real Bed,22,22,flexible,3/7/2019 5:00,3/7/2019 5:00,1,1,1,1,1,37,0,1
2565,Apartment,Entire home/apt,Real Bed,5,1125,strict_14_with_grace_period,3/7/2019 5:00,3/7/2019 5:00,4,2,2,3,1,190,0,4
2566,Boutique hotel,Private room,Real Bed,1,1125,flexible,2/18/2019 5:00,2/18/2019 5:00,3,1,2,32,1,295,0,1
2567,Apartment,Entire home/apt,Real Bed,1,1125,strict_14_with_grace_period,3/8/2019 5:00,3/8/2019 5:00,10,3,9,5,2,110,22,2
2568,Apartment,Entire home/apt,Real Bed,1,1125,strict_14_with_grace_period,2/16/2019 5:00,2/16/2019 5:00,4,1,3,4,1,32,25,2
2569,Apartment,Entire home/apt,Real Bed,2,1125,strict_14_with_grace_period,3/11/2019 4:00,3/11/2019 4:00,3,1,1,46,1,1146,300,2
2570,Apartment,Entire home/apt,Real Bed,2,1125,strict_14_with_grace_period,3/6/2019 5:00,3/6/2019 5:00,4,2,2,45,2,151,0,1
2571,Condominium,Entire home/apt,Real Bed,2,180,moderate,3/6/2019 5:00,3/6/2019 5:00,2,0,1,52,1,90,25,2
2572,Apartment,Entire home/apt,Real Bed,3,1124,strict_14_with_grace_period,3/8/2019 5:00,3/8/2019 5:00,6,4,6,7,2,180,16,4
2573,House,Entire home/apt,Real Bed,3,30,strict_14_with_grace_period,3/6/2019 5:00,3/6/2019 5:00,8,3,4,2,2,315,30,2
2574,Apartment,Entire home/apt,Real Bed,1,90,moderate,2/11/2019 5:00,2/11/2019 5:00,3,1,2,14,1,201,20,2
2575,Apartment,Entire home/apt,Real Bed,2,6,strict_14_with_grace_period,2/11/2019 5:00,2/11/2019 5:00,6,2,6,1,3,1499,200,5
2576,Serviced apartment,Entire home/apt,Real Bed,1,1125,moderate,2/18/2019 5:00,2/18/2019 5:00,16,8,8,1,8,2974,89,15
2577,Casa particular (Cuba),Private room,Real Bed,1,5,flexible,2/18/2019 5:00,2/18/2019 5:00,1,1,1,0,1,148,0,1
2578,Apartment,Entire home/apt,Real Bed,3,90,moderate,3/11/2019 4:00,3/11/2019 4:00,2,0,1,31,1,597,0,1
2579,Apartment,Entire home/apt,Real Bed,3,30,moderate,2/16/2019 5:00,2/16/2019 5:00,5,2,3,50,2,90,10,2
2580,Apartment,Entire home/apt,Real Bed,2,1125,moderate,2/16/2019 5:00,2/16/2019 5:00,4,1,2,74,1,60,10,2
2581,Apartment,Entire home/apt,Real Bed,2,14,flexible,3/11/2019 4:00,3/11/2019 4:00,6,2,3,3,1,95,0,1
2582,Guest suite,Entire home/apt,Real Bed,100,360,flexible,2/18/2019 5:00,2/18/2019 5:00,2,1,1,0,1,121,100,1
2583,Apartment,Private room,Real Bed,3,1125,flexible,3/8/2019 5:00,3/8/2019 5:00,2,1,1,0,1,100,20,1
2584,Apartment,Private room,Real Bed,3,1125,moderate,2/11/2019 5:00,2/11/2019 5:00,2,1,1,0,1,291,52,2
2585,House,Entire home/apt,Real Bed,5,365,strict_14_with_grace_period,3/6/2019 5:00,3/6/2019 5:00,8,3,4,33,3,632,29,6
2586,House,Entire home/apt,Real Bed,2,1125,flexible,2/16/2019 5:00,2/16/2019 5:00,2,0,1,0,1,49,0,1
2587,Condominium,Entire home/apt,Real Bed,30,1124,strict_14_with_grace_period,3/11/2019 4:00,3/11/2019 4:00,3,1,2,0,1,85,0,1
2588,House,Entire home/apt,Real Bed,1,1125,strict_14_with_grace_period,2/11/2019 5:00,2/11/2019 5:00,8,4,7,7,2.5,3730,0,1
2589,Serviced apartment,Entire home/apt,Real Bed,30,1125,moderate,3/11/2019 4:00,3/11/2019 4:00,2,1,1,1,1,85,0,1
2590,Apartment,Entire home/apt,Real Bed,2,1125,flexible,3/11/2019 4:00,3/11/2019 4:00,5,2,3,51,1,848,0,1
2591,Apartment,Entire home/apt,Real Bed,4,1125,strict_14_with_grace_period,2/11/2019 5:00,2/11/2019 5:00,8,4,5,1,4.5,1802,250,7
2592,Apartment,Entire home/apt,Real Bed,1,1125,strict_14_with_grace_period,3/11/2019 4:00,3/11/2019 4:00,12,5,7,37,1,150,15,6
2593,Apartment,Private room,Real Bed,4,1125,flexible,3/8/2019 5:00,3/8/2019 5:00,2,1,1,4,1,50,0,1
2594,Apartment,Private room,Real Bed,1,1125,strict_14_with_grace_period,3/8/2019 5:00,3/8/2019 5:00,2,1,1,70,1,28,0,1
2595,Apartment,Private room,Real Bed,1,1125,flexible,2/11/2019 5:00,2/11/2019 5:00,2,1,1,0,1,298,0,1
2596,Apartment,Entire home/apt,Real Bed,1,300,flexible,3/8/2019 5:00,3/8/2019 5:00,2,0,1,23,1,110,0,1
2597,Apartment,Entire home/apt,Real Bed,1,1125,strict_14_with_grace_period,3/11/2019 4:00,3/11/2019 4:00,5,2,2,10,1,903,150,4
2598,Apartment,Entire home/apt,Real Bed,7,30,strict_14_with_grace_period,3/7/2019 5:00,3/7/2019 5:00,5,1,3,2,2,166,0,1
2599,Apartment,Entire home/apt,Real Bed,2,1125,strict_14_with_grace_period,2/16/2019 5:00,2/16/2019 5:00,7,3,4,38,1.5,80,25,2
2600,Serviced apartment,Entire home/apt,Real Bed,2,120,moderate,2/16/2019 5:00,2/16/2019 5:00,2,1,2,9,1,75,0,1
2601,Guesthouse,Private room,Real Bed,1,14,strict_14_with_grace_period,3/11/2019 4:00,3/11/2019 4:00,2,1,1,3,1,298,50,2
2602,Villa,Private room,Real Bed,1,1125,strict_14_with_grace_period,3/7/2019 5:00,3/7/2019 5:00,2,1,1,25,1,38,20,1
2603,Apartment,Entire home/apt,Real Bed,2,1125,strict_14_with_grace_period,3/11/2019 4:00,3/11/2019 4:00,4,1,2,19,1,115,0,1
2604,Condominium,Private room,Real Bed,1,1125,flexible,3/7/2019 5:00,3/7/2019 5:00,2,1,1,0,1,40,0,1
2605,Apartment,Private room,Real Bed,1,1125,moderate,3/8/2019 5:00,3/8/2019 5:00,2,1,1,1,1,110,25,1
2606,Apartment,Entire home/apt,Real Bed,5,20,strict_14_with_grace_period,2/11/2019 5:00,2/11/2019 5:00,2,1,2,4,1,399,0,1
2607,Apartment,Private room,Real Bed,2,6,flexible,3/8/2019 5:00,3/8/2019 5:00,4,2,4,21,1,56,0,1
2608,Boutique hotel,Private room,Real Bed,2,30,flexible,3/7/2019 5:00,3/7/2019 5:00,2,0,1,1,1,100,0,1
2609,House,Entire home/apt,Real Bed,2,30,flexible,3/6/2019 5:00,3/6/2019 5:00,8,2,4,19,2,100,20,4
2610,Apartment,Entire home/apt,Real Bed,2,30,moderate,2/16/2019 5:00,2/16/2019 5:00,4,1,2,26,1,75,5,2
2611,Apartment,Private room,Real Bed,2,15,flexible,2/18/2019 5:00,2/18/2019 5:00,1,1,1,49,1,74,26,1
2612,Apartment,Private room,Real Bed,1,1125,flexible,2/18/2019 5:00,2/18/2019 5:00,2,0,1,0,1,42,0,1
2613,Apartment,Private room,Real Bed,1,7,flexible,2/18/2019 5:00,2/18/2019 5:00,2,1,1,0,1,90,0,1
2614,Apartment,Entire home/apt,Real Bed,5,1125,moderate,2/11/2019 5:00,2/11/2019 5:00,4,2,2,0,2,560,0,1
2615,Apartment,Private room,Real Bed,2,7,moderate,2/11/2019 5:00,2/11/2019 5:00,1,2,2,2,2,500,0,1
2616,Apartment,Entire home/apt,Real Bed,1,1125,flexible,3/11/2019 4:00,3/11/2019 4:00,6,2,4,62,1,1201,0,1
2617,Apartment,Entire home/apt,Real Bed,5,11,flexible,3/11/2019 4:00,3/11/2019 4:00,2,0,1,0,1,400,0,1
2618,Apartment,Entire home/apt,Real Bed,1,90,strict_14_with_grace_period,2/11/2019 5:00,2/11/2019 5:00,6,3,3,91,2,175,0,1
2619,Apartment,Entire home/apt,Real Bed,1,10,moderate,3/11/2019 4:00,3/11/2019 4:00,8,2,3,84,2,150,10,4
2620,House,Private room,Real Bed,3,1125,flexible,3/11/2019 4:00,3/11/2019 4:00,2,0,1,0,1,400,0,1
2621,Apartment,Private room,Real Bed,2,1125,strict_14_with_grace_period,2/11/2019 5:00,2/11/2019 5:00,2,1,1,5,1,142,150,1
2622,House,Entire home/apt,Real Bed,3,60,strict_14_with_grace_period,3/6/2019 5:00,3/6/2019 5:00,8,4,5,0,3,240,0,8
2623,Apartment,Entire home/apt,Real Bed,1,1125,moderate,3/7/2019 5:00,3/7/2019 5:00,6,2,5,78,2,259,30,4
2624,Apartment,Private room,Real Bed,1,16,strict_14_with_grace_period,3/8/2019 5:00,3/8/2019 5:00,2,1,2,2,1,80,40,1
2625,Apartment,Entire home/apt,Real Bed,1,365,moderate,2/11/2019 5:00,2/11/2019 5:00,3,1,1,56,1,220,0,1
2626,House,Private room,Real Bed,3,1125,flexible,3/7/2019 5:00,3/7/2019 5:00,3,2,2,13,1,200,10,1
2627,Condominium,Entire home/apt,Real Bed,1,1125,strict_14_with_grace_period,3/8/2019 5:00,3/8/2019 5:00,6,2,2,3,2,175,26,2
2628,Apartment,Entire home/apt,Real Bed,2,1125,strict_14_with_grace_period,2/11/2019 5:00,2/11/2019 5:00,2,0,1,35,1,101,0,1
2629,Serviced apartment,Entire home/apt,Real Bed,2,29,strict_14_with_grace_period,2/18/2019 5:00,2/18/2019 5:00,2,1,1,56,1,148,0,2
2630,Apartment,Entire home/apt,Real Bed,2,1125,moderate,3/7/2019 5:00,3/7/2019 5:00,5,2,5,36,1,100,20,4
2631,Apartment,Entire home/apt,Real Bed,1,1125,strict_14_with_grace_period,2/16/2019 5:00,2/16/2019 5:00,4,1,1,45,1,60,10,2
2632,Tiny house,Entire home/apt,Real Bed,1,1125,moderate,2/16/2019 5:00,2/16/2019 5:00,4,1,2,12,1,45,4,2
2633,Tiny house,Shared room,Real Bed,7,14,flexible,3/7/2019 5:00,3/7/2019 5:00,1,1,1,0,1,16,0,1
2634,Apartment,Entire home/apt,Real Bed,3,90,super_strict_60,2/11/2019 5:00,2/11/2019 5:00,4,1,2,1,1,198,0,4
2635,Loft,Entire home/apt,Real Bed,1,1125,strict_14_with_grace_period,3/11/2019 4:00,3/11/2019 4:00,2,0,2,12,1,518,100,2
2636,House,Entire home/apt,Real Bed,5,45,strict_14_with_grace_period,3/6/2019 5:00,3/6/2019 5:00,6,3,5,0,2.5,509,0,1
2637,Apartment,Entire home/apt,Real Bed,3,1125,flexible,2/11/2019 5:00,2/11/2019 5:00,4,2,3,0,2,298,0,1
2638,Apartment,Entire home/apt,Real Bed,2,60,moderate,2/16/2019 5:00,2/16/2019 5:00,2,0,1,65,1,43,0,2
2639,Apartment,Private room,Real Bed,4,270,flexible,3/8/2019 5:00,3/8/2019 5:00,1,0,1,0,1,2000,0,1
2640,Apartment,Entire home/apt,Real Bed,29,1125,flexible,3/8/2019 5:00,3/8/2019 5:00,4,1,3,1,1,85,0,1
2641,Apartment,Private room,Real Bed,2,1125,strict_14_with_grace_period,3/8/2019 5:00,3/8/2019 5:00,2,1,1,15,1,44,0,1
2642,Condominium,Entire home/apt,Real Bed,300,1125,flexible,3/11/2019 4:00,3/11/2019 4:00,3,2,2,4,1,50,0,1
2643,Loft,Entire home/apt,Real Bed,2,1125,strict_14_with_grace_period,3/11/2019 4:00,3/11/2019 4:00,16,7,7,9,4,1200,75,12
2644,Serviced apartment,Entire home/apt,Real Bed,2,1125,strict_14_with_grace_period,3/11/2019 4:00,3/11/2019 4:00,5,1,2,19,1.5,99,20,4
2645,Apartment,Entire home/apt,Real Bed,3,90,strict_14_with_grace_period,3/11/2019 4:00,3/11/2019 4:00,8,4,4,4,1,150,20,4
2646,Hostel,Private room,Real Bed,1,1125,flexible,2/18/2019 5:00,2/18/2019 5:00,2,1,1,0,1.5,148,0,1
2647,Apartment,Entire home/apt,Real Bed,1,6,flexible,2/11/2019 5:00,2/11/2019 5:00,2,1,1,24,1,67,80,2
2648,Apartment,Entire home/apt,Real Bed,4,1125,moderate,2/11/2019 5:00,2/11/2019 5:00,3,0,2,2,1,101,40,2
2649,Apartment,Entire home/apt,Real Bed,2,1125,flexible,3/11/2019 4:00,3/11/2019 4:00,6,3,3,8,1.5,301,25,2
2650,Apartment,Entire home/apt,Real Bed,2,1125,strict_14_with_grace_period,3/11/2019 4:00,3/11/2019 4:00,2,1,1,8,1,903,160,2
2651,Serviced apartment,Entire home/apt,Real Bed,3,35,moderate,2/18/2019 5:00,2/18/2019 5:00,8,3,5,31,1,295,0,1
2652,Loft,Entire home/apt,Real Bed,2,1125,moderate,3/8/2019 5:00,3/8/2019 5:00,3,0,2,10,1,72,14,2
2653,Apartment,Entire home/apt,Real Bed,2,30,moderate,3/11/2019 4:00,3/11/2019 4:00,4,1,2,4,1,848,0,1
2654,Bed and breakfast,Private room,Real Bed,1,1125,flexible,3/11/2019 4:00,3/11/2019 4:00,1,1,1,0,1,24,0,1
2655,Apartment,Entire home/apt,Real Bed,2,1125,moderate,3/7/2019 5:00,3/7/2019 5:00,6,2,3,11,1,200,30,1
2656,Apartment,Private room,Real Bed,2,1125,flexible,3/7/2019 5:00,3/7/2019 5:00,2,1,1,0,1,75,0,1
2657,Serviced apartment,Entire home/apt,Real Bed,3,365,strict_14_with_grace_period,2/18/2019 5:00,2/18/2019 5:00,8,3,8,0,2,786,0,1
2658,Apartment,Entire home/apt,Real Bed,5,7,moderate,3/6/2019 5:00,3/6/2019 5:00,4,2,3,7,1,100,0,1
2659,Apartment,Entire home/apt,Real Bed,1,1125,moderate,2/18/2019 5:00,2/18/2019 5:00,2,0,1,0,1,417,0,1
2660,Apartment,Entire home/apt,Real Bed,1,1125,moderate,2/11/2019 5:00,2/11/2019 5:00,3,1,1,19,1,201,25,2
2661,Apartment,Private room,Real Bed,2,1125,strict_14_with_grace_period,2/16/2019 5:00,2/16/2019 5:00,2,1,1,1,1,35,25,1
2662,Apartment,Private room,Real Bed,3,1125,strict_14_with_grace_period,3/8/2019 5:00,3/8/2019 5:00,2,1,1,11,1,20,0,1
2663,Hostel,Private room,Real Bed,2,1125,moderate,3/11/2019 4:00,3/11/2019 4:00,1,1,1,49,1,377,0,1
2664,Apartment,Entire home/apt,Real Bed,2,1125,strict_14_with_grace_period,3/11/2019 4:00,3/11/2019 4:00,4,1,2,3,1,1201,0,1
2665,Apartment,Entire home/apt,Real Bed,7,1125,flexible,2/16/2019 5:00,2/16/2019 5:00,6,3,4,13,1.5,86,0,1
2666,House,Entire home/apt,Real Bed,5,1125,strict_14_with_grace_period,3/7/2019 5:00,3/7/2019 5:00,6,5,5,0,2,425,0,1
2667,Apartment,Entire home/apt,Real Bed,3,1125,strict_14_with_grace_period,2/16/2019 5:00,2/16/2019 5:00,6,3,3,15,2,120,0,1
2668,Apartment,Entire home/apt,Real Bed,2,1125,moderate,2/16/2019 5:00,2/16/2019 5:00,2,1,1,14,1,35,0,1
2669,House,Private room,Real Bed,1,1125,strict_14_with_grace_period,3/7/2019 5:00,3/7/2019 5:00,2,1,1,53,1,57,0,1
2670,Apartment,Entire home/apt,Real Bed,1,1125,moderate,3/6/2019 5:00,3/6/2019 5:00,4,1,2,29,1,95,0,1
2671,Bed and breakfast,Private room,Real Bed,1,1125,flexible,2/18/2019 5:00,2/18/2019 5:00,2,1,2,0,1,127,0,1
2672,Apartment,Entire home/apt,Real Bed,2,1125,moderate,2/16/2019 5:00,2/16/2019 5:00,3,1,2,37,1,59,10,2
2673,Apartment,Entire home/apt,Real Bed,2,1125,moderate,2/11/2019 5:00,2/11/2019 5:00,2,1,1,0,1,377,93,1
2674,Loft,Private room,Real Bed,1,7,flexible,2/18/2019 5:00,2/18/2019 5:00,1,1,2,0,1,69,40,1
2675,Apartment,Entire home/apt,Real Bed,1,1125,moderate,2/16/2019 5:00,2/16/2019 5:00,2,1,1,3,1,50,0,1
2676,Apartment,Entire home/apt,Real Bed,1,60,strict_14_with_grace_period,3/11/2019 4:00,3/11/2019 4:00,2,1,1,22,1,64,30,2
2677,Apartment,Entire home/apt,Real Bed,14,45,flexible,3/11/2019 4:00,3/11/2019 4:00,6,3,4,1,2,118,0,1
2678,Apartment,Entire home/apt,Real Bed,2,1125,strict_14_with_grace_period,3/8/2019 5:00,3/8/2019 5:00,7,3,5,13,2,80,20,3
2679,Apartment,Private room,Real Bed,3,1125,strict_14_with_grace_period,3/11/2019 4:00,3/11/2019 4:00,2,1,1,1,1,40,0,2
2680,Serviced apartment,Entire home/apt,Real Bed,2,30,strict_14_with_grace_period,3/8/2019 5:00,3/8/2019 5:00,6,2,4,29,1,115,15,2
2681,Guesthouse,Entire home/apt,Real Bed,1,90,flexible,3/6/2019 5:00,3/6/2019 5:00,2,1,1,12,1,85,0,1
2682,Apartment,Entire home/apt,Real Bed,14,30,strict_14_with_grace_period,3/6/2019 5:00,3/6/2019 5:00,2,1,1,5,1,56,0,1
